case,station,model,mode,time,east_m,north_m,up_m,error_3d_m,ambiguities,integer_valid_ambiguities,wl_selected,wl_passed,l1_selected,l1_passed,newly_fixed,held_integer_rank
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:12:30,0.450823,0.6355,0.317419,0.841342052253422,5,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:13:00,0.456687,0.662191,0.427958,0.9111574980287437,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:13:30,0.40872,0.589196,0.322177,0.7861310222507442,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:14:00,0.386376,0.57071,0.27568,0.7422908997663922,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:14:30,0.357362,0.57655,0.234505,0.7177117085355372,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:15:00,0.339306,0.584671,0.193874,0.7032466620987262,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:15:30,0.307168,0.579646,0.165824,0.676638207993016,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:16:00,0.305054,0.574658,0.197766,0.680000846055356,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:16:30,0.304602,0.583974,0.243386,0.7021714577480347,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:17:00,0.302177,0.565509,0.277152,0.6985159980372676,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:17:30,0.295664,0.505125,0.252755,0.6375371020936742,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:18:00,0.2934,0.467735,0.272241,0.615609252940532,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:18:30,0.285779,0.454729,0.289102,0.609941035417359,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:19:00,0.270852,0.427298,0.290282,0.5832735432299325,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:19:30,0.259198,0.386643,0.264629,0.5354483357841352,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:20:00,0.253837,0.360885,0.299563,0.5333002876082105,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:20:30,0.256474,0.350115,0.302442,0.5289901598943028,6,6,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:21:00,0.255557,0.348136,0.302754,0.5274163812975474,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:21:30,0.264298,0.367546,0.345747,0.5696353947298219,6,6,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:22:00,0.261085,0.374824,0.374594,0.5907445074116221,6,6,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:22:30,0.270256,0.400955,0.426155,0.6445240892208762,6,6,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:23:00,0.258633,0.400461,0.413334,0.6309556535652882,6,6,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:23:30,0.241376,0.38262,0.37741,0.5891508685184127,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:24:00,0.223146,0.371405,0.352831,0.5587714433487094,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:24:30,0.214127,0.3616,0.349174,0.5463766232233952,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:25:00,0.211797,0.348681,0.381768,0.5587335812299097,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:25:30,0.211308,0.344356,0.417688,0.5811156433482065,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:26:00,0.199094,0.331994,0.426315,0.5758497339558298,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:26:30,0.194253,0.316325,0.427596,0.5662455941108946,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:27:00,0.186708,0.297757,0.441258,0.5641167706042783,6,6,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:27:30,0.188943,0.279152,0.434867,0.5502132350661878,6,6,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:28:00,0.187623,0.277263,0.421083,0.5379480032373017,6,6,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:28:30,0.174469,0.292522,0.453836,0.5674289976208478,6,6,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:29:00,0.162811,0.278786,0.46714,0.5678457846255442,6,6,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:29:30,0.159224,0.267299,0.476348,0.5689538247353646,6,6,0,False,0,False,0,0
r48u_20260914_DYNG_IF_float_fix1,DYNG,IF,float,2024-07-17T00:30:00,0.138028,0.242021,0.45892,0.5368737837006012,6,6,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:03:00,-0.168548,0.945416,-2.18773,2.3892221316277817,7,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:03:30,0.445791,0.0166159,0.739088,0.8632825583537582,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:04:00,0.629432,0.269668,-1.28896,1.4595627271371383,5,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:04:30,0.567457,0.512161,-0.999736,1.25848655394724,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:05:00,0.480946,0.338872,-0.774976,0.9730010729058833,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:05:30,0.49048,0.318084,-0.502682,0.7709975710597278,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:06:00,0.541855,0.375535,-0.35817,0.7502793654033143,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:06:30,0.546103,0.380035,-0.571478,0.8770645314445227,5,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:07:00,0.488763,0.660244,-0.363173,0.8981681566577608,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:07:30,0.444349,0.714412,-0.351568,0.9118281626320829,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:08:00,0.439671,0.676578,-0.390651,0.8964801069326637,5,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:08:30,0.493849,0.705238,-0.191789,0.8820603675293432,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:09:00,0.536831,0.725929,0.0029072,0.9028670375054346,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:09:30,0.526574,0.745461,0.121845,0.9207814529094296,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:10:00,0.498471,0.800192,0.217208,0.9674502002527056,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:10:30,0.490427,0.820761,0.238116,0.9853255760945211,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:11:00,0.466052,0.786297,0.238696,0.9446921293887233,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:11:30,0.464658,0.740766,0.256062,0.9111580936171285,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:12:00,0.456367,0.698471,0.277145,0.8791711594194841,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:12:30,0.450823,0.6355,0.317419,0.841342052253422,5,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:13:00,0.456687,0.662191,0.427958,0.9111574980287437,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:13:30,0.40872,0.589196,0.322177,0.7861310222507442,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:14:00,0.386376,0.57071,0.27568,0.7422908997663922,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:14:30,0.357362,0.57655,0.234505,0.7177117085355372,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:15:00,0.339306,0.584671,0.193874,0.7032466620987262,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:15:30,0.307168,0.579646,0.165824,0.676638207993016,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:16:00,0.305054,0.574658,0.197766,0.680000846055356,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:16:30,0.304602,0.583974,0.243386,0.7021714577480347,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:17:00,0.302177,0.565509,0.277152,0.6985159980372676,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:17:30,0.295664,0.505125,0.252755,0.6375371020936742,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:18:00,0.2934,0.467735,0.272241,0.615609252940532,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:18:30,0.285779,0.454729,0.289102,0.609941035417359,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:19:00,0.270852,0.427298,0.290282,0.5832735432299325,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:19:30,0.259198,0.386643,0.264629,0.5354483357841352,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:20:00,0.253837,0.360885,0.299563,0.5333002876082105,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:20:30,0.256474,0.350115,0.302442,0.5289901598943028,6,6,1,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:21:00,0.255557,0.348136,0.302754,0.5274163812975474,6,5,1,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:21:30,0.264298,0.367546,0.345747,0.5696353947298219,6,6,1,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:22:00,0.261085,0.374824,0.374594,0.5907445074116221,6,6,1,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:22:30,0.270256,0.400955,0.426155,0.6445240892208762,6,6,1,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:23:00,0.258633,0.400461,0.413334,0.6309556535652882,6,6,1,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:23:30,0.241376,0.38262,0.37741,0.5891508685184127,6,5,2,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:24:00,0.223146,0.371405,0.352831,0.5587714433487094,6,5,2,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:24:30,0.214127,0.3616,0.349174,0.5463766232233952,6,5,2,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:25:00,0.211797,0.348681,0.381768,0.5587335812299097,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:25:30,0.211308,0.344356,0.417688,0.5811156433482065,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:26:00,0.199094,0.331994,0.426315,0.5758497339558298,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:26:30,0.194253,0.316325,0.427596,0.5662455941108946,6,5,3,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:27:00,0.186708,0.297757,0.441258,0.5641167706042783,6,6,3,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:27:30,0.188943,0.279152,0.434867,0.5502132350661878,6,6,3,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:28:00,0.187623,0.277263,0.421083,0.5379480032373017,6,6,3,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:28:30,0.174469,0.292522,0.453836,0.5674289976208478,6,6,3,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:29:00,0.162811,0.278786,0.46714,0.5678457846255442,6,6,3,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:29:30,0.159224,0.267299,0.476348,0.5689538247353646,6,6,3,True,0,False,0,0
r48u_20260914_DYNG_IF_round_shadow_fix1,DYNG,IF,round_shadow,2024-07-17T00:30:00,0.138028,0.242021,0.45892,0.5368737837006012,6,6,3,True,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:03:00,-0.168548,0.945416,-2.18773,2.3892221316277817,7,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:03:30,0.445791,0.0166159,0.739088,0.8632825583537582,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:04:00,0.629432,0.269668,-1.28896,1.4595627271371383,5,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:04:30,0.567457,0.512161,-0.999736,1.25848655394724,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:05:00,0.480946,0.338872,-0.774976,0.9730010729058833,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:05:30,0.49048,0.318084,-0.502682,0.7709975710597278,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:06:00,0.541855,0.375535,-0.35817,0.7502793654033143,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:06:30,0.546103,0.380035,-0.571478,0.8770645314445227,5,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:07:00,0.488763,0.660244,-0.363173,0.8981681566577608,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:07:30,0.444349,0.714412,-0.351568,0.9118281626320829,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:08:00,0.439671,0.676578,-0.390651,0.8964801069326637,5,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:08:30,0.493849,0.705238,-0.191789,0.8820603675293432,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:09:00,0.536831,0.725929,0.0029072,0.9028670375054346,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:09:30,0.526574,0.745461,0.121845,0.9207814529094296,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:10:00,0.498471,0.800192,0.217208,0.9674502002527056,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:10:30,0.490427,0.820761,0.238116,0.9853255760945211,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:11:00,0.466052,0.786297,0.238696,0.9446921293887233,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:11:30,0.464658,0.740766,0.256062,0.9111580936171285,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:12:00,0.456367,0.698471,0.277145,0.8791711594194841,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:12:30,0.450823,0.6355,0.317419,0.841342052253422,5,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:13:00,0.456687,0.662191,0.427958,0.9111574980287437,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:13:30,0.40872,0.589196,0.322177,0.7861310222507442,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:14:00,0.386376,0.57071,0.27568,0.7422908997663922,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:14:30,0.357362,0.57655,0.234505,0.7177117085355372,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:15:00,0.339306,0.584671,0.193874,0.7032466620987262,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:15:30,0.307168,0.579646,0.165824,0.676638207993016,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:16:00,0.305054,0.574658,0.197766,0.680000846055356,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:16:30,0.304602,0.583974,0.243386,0.7021714577480347,6,0,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:17:00,0.302177,0.565509,0.277152,0.6985159980372676,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:17:30,0.295664,0.505125,0.252755,0.6375371020936742,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:18:00,0.2934,0.467735,0.272241,0.615609252940532,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:18:30,0.285779,0.454729,0.289102,0.609941035417359,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:19:00,0.270852,0.427298,0.290282,0.5832735432299325,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:19:30,0.259198,0.386643,0.264629,0.5354483357841352,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:20:00,0.253837,0.360885,0.299563,0.5333002876082105,6,5,0,False,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:20:30,0.256474,0.350115,0.302442,0.5289901598943028,6,6,1,True,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:21:00,0.255557,0.348136,0.302754,0.5274163812975474,6,5,1,True,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:21:30,0.264298,0.367546,0.345747,0.5696353947298219,6,6,1,True,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:22:00,0.261085,0.374824,0.374594,0.5907445074116221,6,6,1,True,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:22:30,0.270256,0.400955,0.426155,0.6445240892208762,6,6,1,True,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:23:00,0.258633,0.400461,0.413334,0.6309556535652882,6,6,1,True,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:23:30,0.241376,0.38262,0.37741,0.5891508685184127,6,5,2,True,0,False,0,0
r48u_20260914_DYNG_IF_round_feedback_fix1,DYNG,IF,round_feedback,2024-07-17T00:24:00,0.223146,0.371405,0.352831,0.5587714433487094,6,5,2,True,0,False,0,0
