case,station,model,mode,tag,time,receiver,stage,general_rows,named_dimension,full_covariance_used,general_rows_feedback,row,rhs,coefficients,named_recovered,final_named_gate_pending
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_ROW,2024-07-17T00:28:30,DYNG,USER_IF_WL_SD,,,,,0,0,0 0 0 0 1 0,,
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_ROW,2024-07-17T00:28:30,DYNG,USER_IF_WL_SD,,,,,1,-28,0 0 1 0 0 0,,
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_ROW,2024-07-17T00:28:30,DYNG,USER_IF_WL_SD,,,,,2,-4,1 0 0 0 0 0,,
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_ROW,2024-07-17T00:29:00,DYNG,USER_IF_WL_SD,,,,,0,0,0 0 0 0 1 0,,
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_ROW,2024-07-17T00:29:00,DYNG,USER_IF_WL_SD,,,,,1,-28,0 0 1 0 0 0,,
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_ROW,2024-07-17T00:29:00,DYNG,USER_IF_WL_SD,,,,,2,-4,1 0 0 0 0 0,,
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_ROW,2024-07-17T00:29:30,DYNG,USER_IF_WL_SD,,,,,0,0,0 0 0 0 1 0,,
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_ROW,2024-07-17T00:29:30,DYNG,USER_IF_WL_SD,,,,,1,-28,0 0 1 0 0 0,,
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_ROW,2024-07-17T00:29:30,DYNG,USER_IF_WL_SD,,,,,2,-4,1 0 0 0 0 0,,
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_ROW,2024-07-17T00:30:00,DYNG,USER_IF_WL_SD,,,,,0,0,0 0 0 0 1 0,,
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_ROW,2024-07-17T00:30:00,DYNG,USER_IF_WL_SD,,,,,1,-28,0 0 1 0 0 0,,
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_ROW,2024-07-17T00:30:00,DYNG,USER_IF_WL_SD,,,,,2,-4,1 0 0 0 0 0,,
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:10:30,DYNG,USER_IF_WL_SD,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:17:00,DYNG,USER_IF_WL_SD,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:17:30,DYNG,USER_IF_WL_SD,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:18:00,DYNG,USER_IF_WL_SD,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:18:30,DYNG,USER_IF_WL_SD,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:19:00,DYNG,USER_IF_WL_SD,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:19:30,DYNG,USER_IF_WL_SD,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:20:00,DYNG,USER_IF_WL_SD,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:20:30,DYNG,USER_IF_WL_SD,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:21:00,DYNG,USER_IF_WL_SD,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:21:30,DYNG,USER_IF_WL_SD,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:22:00,DYNG,USER_IF_WL_SD,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:22:30,DYNG,USER_IF_WL_SD,1,,,,,,,1,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:22:30,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:23:00,DYNG,USER_IF_WL_SD,1,,,,,,,1,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:23:00,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:23:30,DYNG,USER_IF_WL_SD,1,,,,,,,1,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:23:30,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:24:00,DYNG,USER_IF_WL_SD,1,,,,,,,1,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:24:00,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:24:30,DYNG,USER_IF_WL_SD,1,,,,,,,1,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:24:30,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:25:00,DYNG,USER_IF_WL_SD,2,,,,,,,2,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:25:00,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:26:00,DYNG,USER_IF_WL_SD,2,,,,,,,2,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:26:00,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:26:30,DYNG,USER_IF_WL_SD,2,,,,,,,2,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:26:30,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:27:00,DYNG,USER_IF_WL_SD,2,,,,,,,2,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:27:00,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:27:30,DYNG,USER_IF_WL_SD,2,,,,,,,2,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:27:30,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:28:00,DYNG,USER_IF_WL_SD,2,,,,,,,2,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:28:00,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:28:30,DYNG,USER_IF_WL_SD,3,,,,,,,3,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:28:30,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:29:00,DYNG,USER_IF_WL_SD,3,,,,,,,3,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:29:00,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:29:30,DYNG,USER_IF_WL_SD,3,,,,,,,3,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:29:30,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:30:00,DYNG,USER_IF_WL_SD,3,,,,,,,3,1
r48u_20260914_DYNG_IF_ils_shadow_fix1,DYNG,IF,ils_shadow,ZHANG_USER_ILS_NAMED_RECOVERY,2024-07-17T00:30:00,DYNG,USER_IF_L1_SD_CONDITIONAL,0,,,,,,,0,1
r48u_20260914_DYNG_IF_ils_feedback_fix1,DYNG,IF,ils_feedback,ZHANG_USER_ILS_RELATIONS,2024-07-17T00:10:30,DYNG,USER_IF_WL_SD,0,5,1,0,,,,,
r48u_20260914_DYNG_IF_ils_feedback_fix1,DYNG,IF,ils_feedback,ZHANG_USER_ILS_RELATIONS,2024-07-17T00:17:00,DYNG,USER_IF_WL_SD,0,5,1,0,,,,,
r48u_20260914_DYNG_IF_ils_feedback_fix1,DYNG,IF,ils_feedback,ZHANG_USER_ILS_RELATIONS,2024-07-17T00:17:30,DYNG,USER_IF_WL_SD,0,5,1,0,,,,,
r48u_20260914_DYNG_IF_ils_feedback_fix1,DYNG,IF,ils_feedback,ZHANG_USER_ILS_RELATIONS,2024-07-17T00:18:00,DYNG,USER_IF_WL_SD,0,5,1,0,,,,,
r48u_20260914_DYNG_IF_ils_feedback_fix1,DYNG,IF,ils_feedback,ZHANG_USER_ILS_RELATIONS,2024-07-17T00:18:30,DYNG,USER_IF_WL_SD,0,5,1,0,,,,,
r48u_20260914_DYNG_IF_ils_feedback_fix1,DYNG,IF,ils_feedback,ZHANG_USER_ILS_RELATIONS,2024-07-17T00:19:00,DYNG,USER_IF_WL_SD,0,5,1,0,,,,,
r48u_20260914_DYNG_IF_ils_feedback_fix1,DYNG,IF,ils_feedback,ZHANG_USER_ILS_RELATIONS,2024-07-17T00:19:30,DYNG,USER_IF_WL_SD,0,5,1,0,,,,,
r48u_20260914_DYNG_IF_ils_feedback_fix1,DYNG,IF,ils_feedback,ZHANG_USER_ILS_RELATIONS,2024-07-17T00:20:00,DYNG,USER_IF_WL_SD,0,5,1,0,,,,,
r48u_20260914_DYNG_IF_ils_feedback_fix1,DYNG,IF,ils_feedback,ZHANG_USER_ILS_RELATIONS,2024-07-17T00:20:30,DYNG,USER_IF_WL_SD,0,6,1,0,,,,,
r48u_20260914_DYNG_IF_ils_feedback_fix1,DYNG,IF,ils_feedback,ZHANG_USER_ILS_RELATIONS,2024-07-17T00:21:00,DYNG,USER_IF_WL_SD,0,5,1,0,,,,,
r48u_20260914_DYNG_IF_ils_feedback_fix1,DYNG,IF,ils_feedback,ZHANG_USER_ILS_RELATIONS,2024-07-17T00:21:30,DYNG,USER_IF_WL_SD,0,6,1,0,,,,,
r48u_20260914_DYNG_IF_ils_feedback_fix1,DYNG,IF,ils_feedback,ZHANG_USER_ILS_RELATIONS,2024-07-17T00:22:00,DYNG,USER_IF_WL_SD,0,6,1,0,,,,,
r48u_20260914_DYNG_IF_ils_feedback_fix1,DYNG,IF,ils_feedback,ZHANG_USER_ILS_RELATIONS,2024-07-17T00:22:30,DYNG,USER_IF_WL_SD,1,6,1,0,,,,,
