station,mode,time,east_m,north_m,up_m,horizontal_m,error_3d_m,ambiguity_states,product_eligible_ambiguity_states,common_component_satellites,named_rank,wl_stage_selected,wl_stage_passed,l1_stage_selected,l1_stage_passed,newly_fixed,held_integer_rank,ar_summary_present
MARS,ar,2024-07-17T00:21:00,-2.12641,-4.84824,-4.83654,5.294058045176686,7.170716125834295,7,5,6,5,0,False,0,False,0,0,True
MARS,ar,2024-07-17T00:21:30,-2.06081,-4.65342,-4.6313,5.089327613005474,6.8811478143184805,7,6,7,6,0,False,0,False,0,0,True
MARS,ar,2024-07-17T00:22:00,-2.01616,-4.55106,-4.52932,4.977654896555204,6.729917379255112,6,6,7,6,2,True,0,False,0,0,True
MARS,ar,2024-07-17T00:22:30,-1.97163,-4.43277,-4.41934,4.851471398431614,6.562571200787081,6,6,7,6,2,True,0,False,0,0,True
MARS,ar,2024-07-17T00:23:00,-1.91994,-4.2613,-4.20605,4.67384716198551,6.287742352871975,7,6,7,6,0,False,0,False,0,0,True
MARS,ar,2024-07-17T00:23:30,-1.87365,-4.12212,-4.07283,4.527961750821223,6.090187339138263,6,5,6,5,3,True,0,False,0,0,True
MARS,ar,2024-07-17T00:24:00,-1.82466,-3.9467,-3.8635,4.3480829115369914,5.816567480533515,7,5,6,5,3,True,0,False,0,0,True
MARS,ar,2024-07-17T00:24:30,-1.78712,-3.82527,-3.75267,4.222142639383469,5.648807006457204,6,5,6,5,3,True,0,False,0,0,True
DYNG,float,2024-07-17T00:03:00,-0.168548,0.945416,-2.18773,0.9603227797777162,2.3892221316277817,7,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:03:30,0.445791,0.0166159,0.739088,0.44610055347848426,0.8632825583537582,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:04:00,0.629432,0.269668,-1.28896,0.6847667287828754,1.4595627271371383,5,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:04:30,0.567456,0.51216,-0.999735,0.7644044593904459,1.2584849016817803,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:05:00,0.480945,0.338872,-0.774975,0.5883386145826228,0.9729997821346107,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:05:30,0.490479,0.318084,-0.502681,0.5845913790820045,0.7709962829080307,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:06:00,0.541855,0.375535,-0.358169,0.6592673033375764,0.7502788880216475,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:06:30,0.546103,0.380035,-0.571477,0.6653232957247176,0.8770638798645171,5,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:07:00,0.488763,0.660244,-0.363173,0.8214690558414237,0.8981681566577608,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:07:30,0.44435,0.714412,-0.351567,0.8413271826370524,0.9118282643858986,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:08:00,0.439672,0.676578,-0.390651,0.8068886277969222,0.8964805973745333,5,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:08:30,0.49385,0.705239,-0.191789,0.8609586921687938,0.8820617269454558,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:09:00,0.536832,0.72593,0.00290771,0.9028637555711271,0.9028684377590369,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:09:30,0.526575,0.745461,0.121845,0.9126846844042033,0.9207820247870828,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:10:00,0.498472,0.800193,0.217208,0.9427529750857326,0.967451542609241,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:10:30,0.490428,0.820761,0.238116,0.9561214579251948,0.9853260738258173,6,5,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:11:00,0.466052,0.786297,0.238697,0.914039079532708,0.9446923820598958,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:11:30,0.464659,0.740767,0.256062,0.874439097118833,0.9111594165753871,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:12:00,0.456368,0.698471,0.277146,0.8343461447534829,0.8791719937424075,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:12:30,0.450824,0.635501,0.31742,0.779168659519234,0.8413437207093186,5,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:13:00,0.456687,0.662192,0.427959,0.8044011815213848,0.9111586944731417,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:13:30,0.408721,0.589196,0.322178,0.7170807362194302,0.7861319519908856,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:14:00,0.386377,0.57071,0.27568,0.6892003266315245,0.7422914202851869,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:14:30,0.357362,0.576549,0.234505,0.6783187661011598,0.7177109052188074,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:15:00,0.339305,0.584669,0.193874,0.6759923983196853,0.7032445168374937,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:15:30,0.307167,0.579644,0.165824,0.6560020827901387,0.6766360407198245,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:16:00,0.305053,0.574655,0.197765,0.6506041053006045,0.6799975713625749,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:16:30,0.304601,0.583971,0.243385,0.6586379111788206,0.7021681823231526,6,0,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:17:00,0.302176,0.565507,0.27715,0.6411774341202285,0.6985131527215505,6,5,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:17:30,0.295663,0.505122,0.252754,0.5852903932690164,0.6375338649585605,6,5,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:18:00,0.293399,0.467733,0.27224,0.5521386895427634,0.6156068145253105,6,5,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:18:30,0.285778,0.454727,0.289101,0.5370714196575721,0.6099386018395622,6,5,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:19:00,0.270852,0.427296,0.290281,0.5059077757062052,0.5832715803817292,6,5,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:19:30,0.259197,0.386641,0.264628,0.46548291879509396,0.5354459133040423,6,5,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:20:00,0.253836,0.360883,0.299562,0.4412133889457572,0.5332978965165717,6,5,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:20:30,0.256474,0.350113,0.302441,0.4340023334557085,0.5289882644501672,6,6,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:21:00,0.255556,0.348134,0.302753,0.4318635792608587,0.5274140025643992,6,5,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:21:30,0.264297,0.367545,0.345746,0.45270545748201446,0.5696336785601779,6,6,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:22:00,0.261084,0.374822,0.374593,0.4567892147807345,0.5907421623593495,6,6,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:22:30,0.270255,0.400953,0.426154,0.4835298059416813,0.6445217645277777,6,6,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:23:00,0.258633,0.400459,0.413333,0.4767163091084676,0.6309537290950898,6,6,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:23:30,0.241375,0.382618,0.377408,0.4523918926649769,0.5891478787307988,6,5,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:24:00,0.223146,0.371403,0.35283,0.43328319344858046,0.5587694825462464,6,5,,,0,False,0,False,0,,False
DYNG,float,2024-07-17T00:24:30,0.214126,0.361599,0.349172,0.42024252602158196,0.5463742913617001,6,5,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:03:00,-0.168548,0.945416,-2.18773,0.9603227797777162,2.3892221316277817,7,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:03:30,0.445791,0.0166159,0.739088,0.44610055347848426,0.8632825583537582,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:04:00,0.629432,0.269668,-1.28896,0.6847667287828754,1.4595627271371383,5,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:04:30,0.567456,0.51216,-0.999735,0.7644044593904459,1.2584849016817803,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:05:00,0.480945,0.338872,-0.774975,0.5883386145826228,0.9729997821346107,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:05:30,0.490479,0.318084,-0.502681,0.5845913790820045,0.7709962829080307,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:06:00,0.541855,0.375535,-0.358169,0.6592673033375764,0.7502788880216475,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:06:30,0.546103,0.380035,-0.571477,0.6653232957247176,0.8770638798645171,5,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:07:00,0.488763,0.660244,-0.363173,0.8214690558414237,0.8981681566577608,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:07:30,0.44435,0.714412,-0.351567,0.8413271826370524,0.9118282643858986,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:08:00,0.439672,0.676578,-0.390651,0.8068886277969222,0.8964805973745333,5,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:08:30,0.49385,0.705239,-0.191789,0.8609586921687938,0.8820617269454558,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:09:00,0.536832,0.72593,0.00290771,0.9028637555711271,0.9028684377590369,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:09:30,0.526575,0.745461,0.121845,0.9126846844042033,0.9207820247870828,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:10:00,0.498472,0.800193,0.217208,0.9427529750857326,0.967451542609241,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:10:30,0.490428,0.820761,0.238116,0.9561214579251948,0.9853260738258173,6,5,6,5,0,False,0,False,0,0,True
DYNG,ar,2024-07-17T00:11:00,0.466052,0.786297,0.238697,0.914039079532708,0.9446923820598958,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:11:30,0.464659,0.740767,0.256062,0.874439097118833,0.9111594165753871,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:12:00,0.456368,0.698471,0.277146,0.8343461447534829,0.8791719937424075,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:12:30,0.450824,0.635501,0.31742,0.779168659519234,0.8413437207093186,5,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:13:00,0.456687,0.662192,0.427959,0.8044011815213848,0.9111586944731417,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:13:30,0.408721,0.589196,0.322178,0.7170807362194302,0.7861319519908856,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:14:00,0.386377,0.57071,0.27568,0.6892003266315245,0.7422914202851869,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:14:30,0.357362,0.576549,0.234505,0.6783187661011598,0.7177109052188074,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:15:00,0.339305,0.584669,0.193874,0.6759923983196853,0.7032445168374937,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:15:30,0.307167,0.579644,0.165824,0.6560020827901387,0.6766360407198245,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:16:00,0.305053,0.574655,0.197765,0.6506041053006045,0.6799975713625749,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:16:30,0.304601,0.583971,0.243385,0.6586379111788206,0.7021681823231526,6,0,,,0,False,0,False,0,,False
DYNG,ar,2024-07-17T00:17:00,0.302176,0.565507,0.27715,0.6411774341202285,0.6985131527215505,6,5,6,5,0,False,0,False,0,0,True
DYNG,ar,2024-07-17T00:17:30,0.295663,0.505122,0.252754,0.5852903932690164,0.6375338649585605,6,5,6,5,0,False,0,False,0,0,True
DYNG,ar,2024-07-17T00:18:00,0.293399,0.467733,0.27224,0.5521386895427634,0.6156068145253105,6,5,6,5,0,False,0,False,0,0,True
DYNG,ar,2024-07-17T00:18:30,0.285778,0.454727,0.289101,0.5370714196575721,0.6099386018395622,6,5,6,5,0,False,0,False,0,0,True
DYNG,ar,2024-07-17T00:19:00,0.270852,0.427296,0.290281,0.5059077757062052,0.5832715803817292,6,5,6,5,0,False,0,False,0,0,True
DYNG,ar,2024-07-17T00:19:30,0.259197,0.386641,0.264628,0.46548291879509396,0.5354459133040423,6,5,6,5,0,False,0,False,0,0,True
DYNG,ar,2024-07-17T00:20:00,0.253836,0.360883,0.299562,0.4412133889457572,0.5332978965165717,6,5,6,5,0,False,0,False,0,0,True
DYNG,ar,2024-07-17T00:20:30,0.256474,0.350113,0.302441,0.4340023334557085,0.5289882644501672,6,6,7,6,1,True,0,False,0,0,True
DYNG,ar,2024-07-17T00:21:00,0.255556,0.348134,0.302753,0.4318635792608587,0.5274140025643992,6,5,6,5,1,True,0,False,0,0,True
DYNG,ar,2024-07-17T00:21:30,0.264297,0.367545,0.345746,0.45270545748201446,0.5696336785601779,6,6,7,6,1,True,0,False,0,0,True
DYNG,ar,2024-07-17T00:22:00,0.261084,0.374822,0.374593,0.4567892147807345,0.5907421623593495,6,6,7,6,1,True,0,False,0,0,True
DYNG,ar,2024-07-17T00:22:30,0.270255,0.400953,0.426154,0.4835298059416813,0.6445217645277777,6,6,7,6,1,True,0,False,0,0,True
DYNG,ar,2024-07-17T00:23:00,0.258633,0.400459,0.413333,0.4767163091084676,0.6309537290950898,6,6,7,6,1,True,0,False,0,0,True
DYNG,ar,2024-07-17T00:23:30,0.241375,0.382618,0.377408,0.4523918926649769,0.5891478787307988,6,5,6,5,2,True,0,False,0,0,True
DYNG,ar,2024-07-17T00:24:00,0.223146,0.371403,0.35283,0.43328319344858046,0.5587694825462464,6,5,6,5,2,True,0,False,0,0,True
DYNG,ar,2024-07-17T00:24:30,0.214126,0.361599,0.349172,0.42024252602158196,0.5463742913617001,6,5,6,5,2,True,0,False,0,0,True
NICO,float,2024-07-17T00:03:00,-0.0568621,-0.434299,-1.66956,0.43800561619391365,1.7260589542125755,8,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:03:30,2.47756,0.487355,-5.14978,2.525038306565863,5.735508041841193,7,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:04:00,1.64257,0.413377,-3.7288,1.6937876930208815,4.095468982794157,7,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:04:30,1.27253,0.290349,-3.01097,1.305233750215263,3.281703137640728,7,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:05:00,1.08502,-0.0290807,-2.66844,1.0854096404180729,2.8807440221429754,7,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:05:30,0.98678,-0.374016,-2.4284,1.0552832494908653,2.6477819579142086,7,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:06:00,0.925372,-0.394063,-2.17804,1.005782772945033,2.399053402480445,7,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:06:30,0.859055,-0.247557,-1.87606,0.8940134010595143,2.078186970624636,7,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:07:00,0.776161,-0.177269,-1.69585,0.7961470946263636,1.8734346582632662,7,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:07:30,0.686406,-0.0707672,-1.5262,0.6900443416417817,1.674947053918971,7,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:08:00,0.633563,0.0286855,-1.38328,0.6342120567123034,1.5217386409233518,7,0,,,0,False,0,False,0,,False
